Series_reference,period,value,Status,Units,Magnitude,seasonality,SNA_Account,Transaction,Transaction_Label,Asset_type,Asset_type_label,Sector,Sector_name,Subject,year,month
SNEQ.SG04AB06NU00S600,2025.03,709,Experimental,Dollars,6,A,Income and Outlay,B06NU,Use of net disposable income,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG04AB06NU00S600,2025.06,970,Experimental,Dollars,6,A,Income and Outlay,B06NU,Use of net disposable income,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG04AB08N000S600,2016.06,348,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04AB08N000S600,2016.09,4858,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG04AB08N000S600,2016.12,2101,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG04AB08N000S600,2017.03,-358,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG04AB08N000S600,2017.06,534,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG04AB08N000S600,2017.09,5166,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG04AB08N000S600,2017.12,3072,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG04AB08N000S600,2018.03,363,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG04AB08N000S600,2018.06,2176,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG04AB08N000S600,2018.09,6693,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG04AB08N000S600,2018.12,3797,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG04AB08N000S600,2019.03,-537,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG04AB08N000S600,2019.06,1255,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG04AB08N000S600,2019.09,6111,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG04AB08N000S600,2019.12,2457,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG04AB08N000S600,2020.03,-1978,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG04AB08N000S600,2020.06,-1428,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG04AB08N000S600,2020.09,3926,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG04AB08N000S600,2020.12,2695,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG04AB08N000S600,2021.03,3315,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG04AB08N000S600,2021.06,1042,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG04AB08N000S600,2021.09,8543,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG04AB08N000S600,2021.12,7513,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG04AB08N000S600,2022.03,6523,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG04AB08N000S600,2022.06,6459,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG04AB08N000S600,2022.09,11493,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG04AB08N000S600,2022.12,10293,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG04AB08N000S600,2023.03,4404,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG04AB08N000S600,2023.06,3868,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04AB08N000S600,2023.09,10592,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG04AB08N000S600,2023.12,6948,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG04AB08N000S600,2024.03,2389,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG04AB08N000S600,2024.06,3327,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG04AB08N000S600,2024.09,9278,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG04AB08N000S600,2024.12,4998,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG04AB08N000S600,2025.03,709,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG04AB08N000S600,2025.06,970,Experimental,Dollars,6,A,Income and Outlay,B08N,Net saving,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG04AB110000S600,2016.06,-1686,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04AB110000S600,2016.09,2524,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG04AB110000S600,2016.12,177,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG04AB110000S600,2017.03,-3141,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG04AB110000S600,2017.06,-2007,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG04AB110000S600,2017.09,2123,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG04AB110000S600,2017.12,-22,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG04AB110000S600,2018.03,-2730,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG04AB110000S600,2018.06,-1132,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG04AB110000S600,2018.09,3660,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG04AB110000S600,2018.12,898,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG04AB110000S600,2019.03,-3126,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG04AB110000S600,2019.06,-1311,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG04AB110000S600,2019.09,3837,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG04AB110000S600,2019.12,675,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG04AB110000S600,2020.03,-3781,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG04AB110000S600,2020.06,-3176,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG04AB110000S600,2020.09,2229,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG04AB110000S600,2020.12,1367,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG04AB110000S600,2021.03,1192,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG04AB110000S600,2021.06,-1171,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG04AB110000S600,2021.09,6222,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG04AB110000S600,2021.12,4825,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG04AB110000S600,2022.03,3627,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG04AB110000S600,2022.06,3024,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG04AB110000S600,2022.09,8332,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG04AB110000S600,2022.12,6896,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG04AB110000S600,2023.03,1892,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG04AB110000S600,2023.06,641,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04AB110000S600,2023.09,7069,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG04AB110000S600,2023.12,3814,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG04AB110000S600,2024.03,-650,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG04AB110000S600,2024.06,143,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG04AB110000S600,2024.09,6017,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG04AB110000S600,2024.12,1988,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG04AB110000S600,2025.03,-2747,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG04AB110000S600,2025.06,-1658,Experimental,Dollars,6,A,Income and Outlay,B11,Balance on external goods and services,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG04AD01R000S600,2016.06,88,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04AD01R000S600,2016.09,56,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG04AD01R000S600,2016.12,48,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG04AD01R000S600,2017.03,67,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG04AD01R000S600,2017.06,98,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG04AD01R000S600,2017.09,66,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG04AD01R000S600,2017.12,56,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG04AD01R000S600,2018.03,78,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG04AD01R000S600,2018.06,113,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG04AD01R000S600,2018.09,76,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG04AD01R000S600,2018.12,68,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG04AD01R000S600,2019.03,86,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG04AD01R000S600,2019.06,130,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG04AD01R000S600,2019.09,90,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG04AD01R000S600,2019.12,83,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG04AD01R000S600,2020.03,99,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG04AD01R000S600,2020.06,123,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG04AD01R000S600,2020.09,100,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG04AD01R000S600,2020.12,85,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG04AD01R000S600,2021.03,92,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG04AD01R000S600,2021.06,116,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG04AD01R000S600,2021.09,104,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG04AD01R000S600,2021.12,109,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG04AD01R000S600,2022.03,132,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG04AD01R000S600,2022.06,187,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG04AD01R000S600,2022.09,136,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG04AD01R000S600,2022.12,117,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG04AD01R000S600,2023.03,143,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG04AD01R000S600,2023.06,198,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04AD01R000S600,2023.09,148,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG04AD01R000S600,2023.12,132,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG04AD01R000S600,2024.03,165,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG04AD01R000S600,2024.06,214,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG04AD01R000S600,2024.09,155,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG04AD01R000S600,2024.12,145,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG04AD01R000S600,2025.03,161,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG04AD01R000S600,2025.06,201,Experimental,Dollars,6,A,Income and Outlay,D01R,Compensation of employees receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG04AD041P00S600,2016.06,399,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04AD041P00S600,2016.09,388,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,9
SNEQ.SG04AD041P00S600,2016.12,359,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,12
SNEQ.SG04AD041P00S600,2017.03,352,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,3
SNEQ.SG04AD041P00S600,2017.06,421,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,6
SNEQ.SG04AD041P00S600,2017.09,364,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,9
SNEQ.SG04AD041P00S600,2017.12,391,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2017,12
SNEQ.SG04AD041P00S600,2018.03,403,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,3
SNEQ.SG04AD041P00S600,2018.06,428,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,6
SNEQ.SG04AD041P00S600,2018.09,421,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,9
SNEQ.SG04AD041P00S600,2018.12,475,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2018,12
SNEQ.SG04AD041P00S600,2019.03,480,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,3
SNEQ.SG04AD041P00S600,2019.06,489,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,6
SNEQ.SG04AD041P00S600,2019.09,439,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,9
SNEQ.SG04AD041P00S600,2019.12,400,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2019,12
SNEQ.SG04AD041P00S600,2020.03,429,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,3
SNEQ.SG04AD041P00S600,2020.06,336,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,6
SNEQ.SG04AD041P00S600,2020.09,329,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,9
SNEQ.SG04AD041P00S600,2020.12,381,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2020,12
SNEQ.SG04AD041P00S600,2021.03,289,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,3
SNEQ.SG04AD041P00S600,2021.06,336,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,6
SNEQ.SG04AD041P00S600,2021.09,374,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,9
SNEQ.SG04AD041P00S600,2021.12,328,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2021,12
SNEQ.SG04AD041P00S600,2022.03,280,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,3
SNEQ.SG04AD041P00S600,2022.06,327,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,6
SNEQ.SG04AD041P00S600,2022.09,425,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,9
SNEQ.SG04AD041P00S600,2022.12,547,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2022,12
SNEQ.SG04AD041P00S600,2023.03,651,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,3
SNEQ.SG04AD041P00S600,2023.06,780,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,6
SNEQ.SG04AD041P00S600,2023.09,883,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,9
SNEQ.SG04AD041P00S600,2023.12,873,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2023,12
SNEQ.SG04AD041P00S600,2024.03,974,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,3
SNEQ.SG04AD041P00S600,2024.06,945,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,6
SNEQ.SG04AD041P00S600,2024.09,1020,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,9
SNEQ.SG04AD041P00S600,2024.12,1006,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2024,12
SNEQ.SG04AD041P00S600,2025.03,962,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2025,3
SNEQ.SG04AD041P00S600,2025.06,1140,Experimental,Dollars,6,A,Income and Outlay,D041P,Interest payable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2025,6
SNEQ.SG04AD041R00S600,2016.06,1584,Experimental,Dollars,6,A,Income and Outlay,D041R,Interest receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,6
SNEQ.SG04AD041R00S600,2016.09,1577,Experimental,Dollars,6,A,Income and Outlay,D041R,Interest receivable,,,6,Rest of world,National Accounts - SNA 2008 - SNE,2016,9
